id,source,title,question,created_at_ts,closes_at_ts,raw,last_seen_ts
manifold:U6gZNtt8gU,manifold,"Is the world ""Insanely Beautiful?""","Is the world ""Insanely Beautiful?""",1762455756355.0,1763096340000.0,"{""id"": ""U6gZNtt8gU"", ""creatorId"": ""J611lCgdyQdv306O7QPCWtAL0Gc2"", ""creatorUsername"": ""SteveSokolowski"", ""creatorName"": ""Steve Sokolowski"", ""createdTime"": 1762455756355, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AAcHTtc1UM2wtQThBuAPyurW8TD4Y7ydKGRN-eB7Xv8txFEH_g=s96-c"", ""closeTime"": 1763096340000, ""question"": ""Is the world \""Insanely Beautiful?\"""", ""slug"": ""is-the-world-insanely-beautiful"", ""url"": ""https://manifold.markets/SteveSokolowski/is-the-world-insanely-beautiful"", ""outcomeType"": ""POLL"", ""mechanism"": ""none"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 12, ""lastUpdatedTime"": 1762540975851, ""lastCommentTime"": 1762540975828}",1762625686
manifold:5upd6NgcUN,manifold,Nvidia H100 compute prices above 3.20 on 11/13 at 12:00pm EST?,Nvidia H100 compute prices above 3.20 on 11/13 at 12:00pm EST?,1762455324358.0,1763053200000.0,"{""id"": ""5upd6NgcUN"", ""creatorId"": ""JispZpRatwa8VhfWlRo3gz2ZN6z2"", ""creatorUsername"": ""WayneNelmsE0t9"", ""creatorName"": ""Wayne Nelms"", ""createdTime"": 1762455324358, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLqOkj8s68DiL2sSp4ClSZj_Mj_CkcHQVBfQJ21e2mmQlcB9d4=s96-c"", ""closeTime"": 1763053200000, ""question"": ""Nvidia H100 compute prices above 3.20 on 11/13 at 12:00pm EST?"", ""slug"": ""nvidia-h100-compute-prices-above-32"", ""url"": ""https://manifold.markets/WayneNelmsE0t9/nvidia-h100-compute-prices-above-32"", ""pool"": {""NO"": 936.2364068402512, ""YES"": 1041.2346769062658}, ""probability"": 0.5681584521963381, ""p"": 0.5940265067946165, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 428.080036792654, ""volume24Hours"": 152.20443993099332, ""isResolved"": false, ""uniqueBettorCount"": 7, ""lastUpdatedTime"": 1762621721291, ""lastBetTime"": 1762621721291}",1762625690
manifold:lcnR5PIc5O,manifold,¿Usará Argentina el swap de USD 20.000 M con EE.UU. para cubrir pagos de deuda externa antes del 31 de enero de 2026?,¿Usará Argentina el swap de USD 20.000 M con EE.UU. para cubrir pagos de deuda externa antes del 31 de enero de 2026?,1762454644421.0,1762455722198.0,"{""id"": ""lcnR5PIc5O"", ""creatorId"": ""7mkOpIpuEEWG1RNSMm3hdPOrxBo2"", ""creatorUsername"": ""geopoliticayeconomia"", ""creatorName"": ""geopolitica y economia"", ""createdTime"": 1762454644421, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fgeopoliticayeconomia%2FQlIzd22UEq.webp?alt=media&token=e8bfb745-4ee2-4ca5-9e26-7fd34dbc4172"", ""closeTime"": 1762455722198, ""question"": ""\u00bfUsar\u00e1 Argentina el swap de USD 20.000 M con EE.UU. para cubrir pagos de deuda externa antes del 31 de enero de 2026?"", ""slug"": ""usara-argentina-el-swap-de-usd-2000"", ""url"": ""https://manifold.markets/geopoliticayeconomia/usara-argentina-el-swap-de-usd-2000"", ""pool"": {""NO"": 1095.873786407767, ""YES"": 912.5138427464015}, ""probability"": 0.5456485443844792, ""p"": 0.5000000000000001, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 155, ""volume24Hours"": 0, ""isResolved"": true, ""resolution"": ""NO"", ""resolutionTime"": 1762455722198, ""resolutionProbability"": 0.5456485443844792, ""resolverId"": ""7mkOpIpuEEWG1RNSMm3hdPOrxBo2"", ""uniqueBettorCount"": 1, ""lastUpdatedTime"": 1762455722198, ""lastBetTime"": 1762454850625}",1762625695
manifold:5AuyNCZNOC,manifold,Why is Manifold becoming less popular?,Why is Manifold becoming less popular?,1762454520481.0,,"{""id"": ""5AuyNCZNOC"", ""creatorId"": ""Yl45xyWbjcO8RjrJx2RHVbVX1iw2"", ""creatorUsername"": ""ItsMe"", ""creatorName"": ""It's Me"", ""createdTime"": 1762454520481, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FItsMe%2FhdluIAL69P.png?alt=media&token=8a6f91fa-c110-4fba-9671-54dccca5fb73"", ""question"": ""Why is Manifold becoming less popular?"", ""slug"": ""why-is-manifold-becoming-less-popul"", ""url"": ""https://manifold.markets/ItsMe/why-is-manifold-becoming-less-popul"", ""outcomeType"": ""POLL"", ""mechanism"": ""none"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 25, ""lastUpdatedTime"": 1762550227949, ""lastCommentTime"": 1762550227927}",1762625700
manifold:IALhtyuldS,manifold,Dodgers achieve a three-peat?,Dodgers achieve a three-peat?,1762454118138.0,1774459680000.0,"{""id"": ""IALhtyuldS"", ""creatorId"": ""Je2C9dveFGOGJi0qGhzxXZ4jSKi2"", ""creatorUsername"": ""JustMeIPNt"", ""creatorName"": ""Just Me"", ""createdTime"": 1762454118138, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocIDJiBepDQdHCiU5dlUfzgOziVw_r_QQuGEY1p3DO9DwfDCOQC6=s96-c"", ""closeTime"": 1774459680000, ""question"": ""Dodgers achieve a three-peat?"", ""slug"": ""dodgers-achieve-a-threepeat"", ""url"": ""https://manifold.markets/JustMeIPNt/dodgers-achieve-a-threepeat"", ""pool"": {""NO"": 47.185161080377476, ""YES"": 211.93103448275866}, ""probability"": 0.18210039313764298, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 144, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762491288439, ""lastBetTime"": 1762491288439}",1762625704
manifold:2zEq9CCZZ2,manifold,OpenAI releases GPT-5.1 before December?,OpenAI releases GPT-5.1 before December?,1762453595690.0,1764547140000.0,"{""id"": ""2zEq9CCZZ2"", ""creatorId"": ""AvjYAnD7gBVbFF8AvyNWeICRabl1"", ""creatorUsername"": ""BenAybar"", ""creatorName"": ""Ben"", ""createdTime"": 1762453595690, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLeZz1VEGOhb8UOFNpSVw1N3qZiQWOcV2Dx98qVpwd4gAC0OA=s96-c"", ""closeTime"": 1764547140000, ""question"": ""OpenAI releases GPT-5.1 before December?"", ""slug"": ""openai-releases-gpt51-before-decemb"", ""url"": ""https://manifold.markets/BenAybar/openai-releases-gpt51-before-decemb"", ""pool"": {""NO"": 223.98811318851492, ""YES"": 44.6452262919136}, ""probability"": 0.8338060853568542, ""p"": 0.5000000000000003, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 319.0970765464274, ""volume24Hours"": 200, ""isResolved"": false, ""uniqueBettorCount"": 10, ""lastUpdatedTime"": 1762619906688, ""lastBetTime"": 1762619906688}",1762625709
manifold:PcEg0q0NqL,manifold,Free Lottery,Free Lottery,1762452633273.0,1762534740000.0,"{""id"": ""PcEg0q0NqL"", ""creatorId"": ""PKCOdbTq3BQh3bFE4DwqSvSO8W63"", ""creatorUsername"": ""ttoe"", ""creatorName"": ""Toward a theory of everything"", ""createdTime"": 1762452633273, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLXfQg0e9nr4usQN-_3y_GFLXVCUa6_kqKCBy0rr4f-UtRdkeM=s96-c"", ""closeTime"": 1762534740000, ""question"": ""Free Lottery"", ""slug"": ""free-lottery-tA56ZSI0tP"", ""url"": ""https://manifold.markets/ttoe/free-lottery-tA56ZSI0tP"", ""pool"": {""NO"": 10000.000000000004, ""YES"": 10000}, ""probability"": 0.5000000000000002, ""p"": 0.5000000000000001, ""totalLiquidity"": 10000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 69.99999999999717, ""volume24Hours"": 0, ""isResolved"": true, ""resolution"": ""MKT"", ""resolutionTime"": 1762537866247, ""resolutionProbability"": 0.5, ""resolverId"": ""PKCOdbTq3BQh3bFE4DwqSvSO8W63"", ""uniqueBettorCount"": 6, ""lastUpdatedTime"": 1762534740000, ""lastBetTime"": 1762477179531, ""lastCommentTime"": 1762537802932}",1762625713
manifold:IPZutUpSh0,manifold,Free Lottery (1k prize),Free Lottery (1k prize),1762452522856.0,1762534740000.0,"{""id"": ""IPZutUpSh0"", ""creatorId"": ""PKCOdbTq3BQh3bFE4DwqSvSO8W63"", ""creatorUsername"": ""ttoe"", ""creatorName"": ""Toward a theory of everything"", ""createdTime"": 1762452522856, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLXfQg0e9nr4usQN-_3y_GFLXVCUa6_kqKCBy0rr4f-UtRdkeM=s96-c"", ""closeTime"": 1762534740000, ""question"": ""Free Lottery (1k prize)"", ""slug"": ""free-lottery-1k-prize-AhlPE52USI"", ""url"": ""https://manifold.markets/ttoe/free-lottery-1k-prize-AhlPE52USI"", ""pool"": {""NO"": 990.0990099009895, ""YES"": 1010}, ""probability"": 0.49502499876243766, ""p"": 0.5000000000000003, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 82.00000000000084, ""volume24Hours"": 0, ""isResolved"": true, ""resolution"": ""MKT"", ""resolutionTime"": 1762537878705, ""resolutionProbability"": 0.5, ""resolverId"": ""PKCOdbTq3BQh3bFE4DwqSvSO8W63"", ""uniqueBettorCount"": 8, ""lastUpdatedTime"": 1762534740000, ""lastBetTime"": 1762482172957, ""lastCommentTime"": 1762537835075}",1762625718
manifold:SNOElnZUzh,manifold,Will I get a perfect score on the 2025 AMC 10B?,Will I get a perfect score on the 2025 AMC 10B?,1762452507432.0,1763251140000.0,"{""id"": ""SNOElnZUzh"", ""creatorId"": ""1GLLRJ6olwhn3Tb1DUkBKB1Ch0O2"", ""creatorUsername"": ""kchromatic3"", ""creatorName"": ""Kevin Chen"", ""createdTime"": 1762452507432, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FKevinChen95b9%2Fu5Zu8Pz8sI.jpg?alt=media&token=3044786d-0e56-4bfa-b446-dd467dd649ea"", ""closeTime"": 1763251140000, ""question"": ""Will I get a perfect score on the 2025 AMC 10B?"", ""slug"": ""will-i-get-a-perfect-score-on-the-2"", ""url"": ""https://manifold.markets/kchromatic3/will-i-get-a-perfect-score-on-the-2"", ""pool"": {""NO"": 55.73042029253841, ""YES"": 179.43521594684387}, ""probability"": 0.23698369023528895, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 124, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762569533000, ""lastBetTime"": 1762493000310, ""lastCommentTime"": 1762569532977}",1762625722
manifold:uUt6LIhE9p,manifold,AMC 10A Distinction cutoff in 2025?,AMC 10A Distinction cutoff in 2025?,1762451830835.0,1767225540000.0,"{""id"": ""uUt6LIhE9p"", ""creatorId"": ""7HnUu6P30tUhdO8rmE1RwY7NYWm1"", ""creatorUsername"": ""GarudShah"", ""creatorName"": ""Garud Shah"", ""createdTime"": 1762451830835, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a-/ALV-UjVC0Y4VN196Uj_Eg_UQvvf9L3YE5ReSRQUdUYNIGA7xJf2iGrukeo6_gNhV4xPA7fXcI3VTf2r6LxoLdOmjDQscoC0ObMsr9PsHI3xot8QTDkJPH3GR8FTfF6M0_S_pxoei-XKp1RYpjFoc-vZYT0Fz4ZF6hkmAJJqQjejhk8GTI3mFz4YaSxEUyd_xdjoqUsfbB6u2Vzk7eziUzUANNVl9TX-EwGMvh_kySw_UUxaGQdVjplXafqB6g3Mpxd1KAEsjyCtTjpZsaZYB5pZ63fhVM6KiVpjGcLO2GtRaK9dVOXLiYQUFFGsWA11Ezl_Pj28OS-T8QDWErD9bmRMki9ykQjEmhW-redxaapQb6B0MX2n_9047CL2SptMX0N0bq8IlqJNuhqHfDDRWUN-m5OCyycbQV7r8453TcrnzJsOomwqQpQSKs3ZELaJmwJD0CiCVJ1otKTiA8uBCpycwk4XQoEY0GNZuNbX5lnkAbvYZFJfyxzpLrbQUrtkhproNkZm9ypQ7usRQt6mxThLsbQIWMjHAJsCwlz1MMeRfUAGOR6nHqbuEAngbspLPzdJAi-y_R8yYPRaoBYwZmpyuMXDYTpS1irt_veRMIIxdNsFDK0cFgLJF1hfWJGzSyEeVA8wcs0f39-4n9yR2jjG9ntnEhGrbGNLETEuiNtkXA3CeKeG3b7Ttpva4tXHGUQBncPCJGwJrUidhFesLWDWu_8ZdFUU_2WJlfDoz6eqKFe8zFfvp9eLrB7B8GZGcLRyalmTdu0pANzEuMDh3VylXTfsib44S6S-nw_hMHib8pkko03iILrmfKtAdgqzKqKxExGDRQn6clehyc6vJB8u69tv2Xrf5ARQA2xJKIFAQNb61l4m3v6qc5l8TICFQjR2LZRpT8deLmbLq0ZX0yeAsZ05rmT1dsSQYCtSsdDzUMzqPIUw=s96-c"", ""closeTime"": 1767225540000, ""question"": ""AMC 10A Distinction cutoff in 2025?"", ""slug"": ""amc-10a-distinction-cutoff-in-2025"", ""url"": ""https://manifold.markets/GarudShah/amc-10a-distinction-cutoff-in-2025"", ""totalLiquidity"": 1325, ""outcomeType"": ""MULTI_NUMERIC"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 80.54335895455756, ""volume24Hours"": 75.54335895455755, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762548603275, ""lastBetTime"": 1762548603275}",1762625727
manifold:pzOuqZL5Q2,manifold,AIME cutoff for MAA AMC 10A in 2025?,AIME cutoff for MAA AMC 10A in 2025?,1762451440336.0,1767225540000.0,"{""id"": ""pzOuqZL5Q2"", ""creatorId"": ""7HnUu6P30tUhdO8rmE1RwY7NYWm1"", ""creatorUsername"": ""GarudShah"", ""creatorName"": ""Garud Shah"", ""createdTime"": 1762451440336, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a-/ALV-UjVC0Y4VN196Uj_Eg_UQvvf9L3YE5ReSRQUdUYNIGA7xJf2iGrukeo6_gNhV4xPA7fXcI3VTf2r6LxoLdOmjDQscoC0ObMsr9PsHI3xot8QTDkJPH3GR8FTfF6M0_S_pxoei-XKp1RYpjFoc-vZYT0Fz4ZF6hkmAJJqQjejhk8GTI3mFz4YaSxEUyd_xdjoqUsfbB6u2Vzk7eziUzUANNVl9TX-EwGMvh_kySw_UUxaGQdVjplXafqB6g3Mpxd1KAEsjyCtTjpZsaZYB5pZ63fhVM6KiVpjGcLO2GtRaK9dVOXLiYQUFFGsWA11Ezl_Pj28OS-T8QDWErD9bmRMki9ykQjEmhW-redxaapQb6B0MX2n_9047CL2SptMX0N0bq8IlqJNuhqHfDDRWUN-m5OCyycbQV7r8453TcrnzJsOomwqQpQSKs3ZELaJmwJD0CiCVJ1otKTiA8uBCpycwk4XQoEY0GNZuNbX5lnkAbvYZFJfyxzpLrbQUrtkhproNkZm9ypQ7usRQt6mxThLsbQIWMjHAJsCwlz1MMeRfUAGOR6nHqbuEAngbspLPzdJAi-y_R8yYPRaoBYwZmpyuMXDYTpS1irt_veRMIIxdNsFDK0cFgLJF1hfWJGzSyEeVA8wcs0f39-4n9yR2jjG9ntnEhGrbGNLETEuiNtkXA3CeKeG3b7Ttpva4tXHGUQBncPCJGwJrUidhFesLWDWu_8ZdFUU_2WJlfDoz6eqKFe8zFfvp9eLrB7B8GZGcLRyalmTdu0pANzEuMDh3VylXTfsib44S6S-nw_hMHib8pkko03iILrmfKtAdgqzKqKxExGDRQn6clehyc6vJB8u69tv2Xrf5ARQA2xJKIFAQNb61l4m3v6qc5l8TICFQjR2LZRpT8deLmbLq0ZX0yeAsZ05rmT1dsSQYCtSsdDzUMzqPIUw=s96-c"", ""closeTime"": 1767225540000, ""question"": ""AIME cutoff for MAA AMC 10A in 2025?"", ""slug"": ""aime-cutoff-for-maa-amc-10a-in-2025"", ""url"": ""https://manifold.markets/GarudShah/aime-cutoff-for-maa-amc-10a-in-2025"", ""totalLiquidity"": 1325, ""outcomeType"": ""MULTI_NUMERIC"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 24931.110780750438, ""volume24Hours"": 24304.60228301798, ""isResolved"": false, ""uniqueBettorCount"": 21, ""lastUpdatedTime"": 1762608319853, ""lastBetTime"": 1762608319853}",1762625731
manifold:AQtCQuIPhd,manifold,"Will Andrew Cuomo move his primary residence to Florida by December 31, 2025?","Will Andrew Cuomo move his primary residence to Florida by December 31, 2025?",1762451345144.0,1767225540000.0,"{""id"": ""AQtCQuIPhd"", ""creatorId"": ""t5mtGTdHo4XyUul1YkT2fdQflLY2"", ""creatorUsername"": ""PeterSomerville"", ""creatorName"": ""Peter Somerville"", ""createdTime"": 1762451345144, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJFPgGrPoLPgcGMrx5h6hLGtdn92ZxbA-k_SU5bfDEbjXzwejKaSQ=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Will Andrew Cuomo move his primary residence to Florida by December 31, 2025?"", ""slug"": ""will-andrew-cuomo-move-his-primary"", ""url"": ""https://manifold.markets/PeterSomerville/will-andrew-cuomo-move-his-primary"", ""pool"": {""NO"": 45.71428571428574, ""YES"": 218.75000000000006}, ""probability"": 0.17285617825793387, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 190, ""volume24Hours"": 10, ""isResolved"": false, ""uniqueBettorCount"": 5, ""lastUpdatedTime"": 1762578782219, ""lastBetTime"": 1762578782219}",1762625736
manifold:lPlRpuPg5z,manifold,Supreme Court vs Trump Tariffs: Constitutional? | Will the outcome be good for markets?,Supreme Court vs Trump Tariffs: Constitutional? | Will the outcome be good for markets?,1762449961276.0,1767139140000.0,"{""id"": ""lPlRpuPg5z"", ""creatorId"": ""cA1JupYR5AR8btHUs2xvkui7jA93"", ""creatorUsername"": ""Gen"", ""creatorName"": ""Genzy"", ""createdTime"": 1762449961276, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FTodWaddington%2FHiYzxYf-w5.png?alt=media&token=eb5b9c77-b2f2-410e-9bad-76d96081176f"", ""closeTime"": 1767139140000, ""question"": ""Supreme Court vs Trump Tariffs: Constitutional? | Will the outcome be good for markets?"", ""slug"": ""supreme-court-vs-trump-tariffs-cons"", ""url"": ""https://manifold.markets/Gen/supreme-court-vs-trump-tariffs-cons"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 297, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 8, ""lastUpdatedTime"": 1762532805394, ""lastBetTime"": 1762532805394}",1762625740
manifold:PSgzSdlRZt,manifold,US commercial flights see ≥10% cancellations week of November 10?,US commercial flights see ≥10% cancellations week of November 10?,1762449849039.0,1763337540000.0,"{""id"": ""PSgzSdlRZt"", ""creatorId"": ""ppmpjYz1o0PKogC4u72WRyeolJn2"", ""creatorUsername"": ""ae"", ""creatorName"": ""ape"", ""createdTime"": 1762449849039, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fae%2Fgt2I8pIs25.png?alt=media&token=6f879d67-4929-41c4-a29a-946579fc487b"", ""closeTime"": 1763337540000, ""question"": ""US commercial flights see \u226510% cancellations week of November 10?"", ""slug"": ""us-commercial-flights-see-10-cancel"", ""url"": ""https://manifold.markets/ae/us-commercial-flights-see-10-cancel"", ""pool"": {""NO"": 5041.4186305248295, ""YES"": 5832.152870618995}, ""probability"": 0.671432326462273, ""p"": 0.702737763466357, ""totalLiquidity"": 5600, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 8434.047507220655, ""volume24Hours"": 6546.768286327582, ""isResolved"": false, ""uniqueBettorCount"": 111, ""lastUpdatedTime"": 1762624072771, ""lastBetTime"": 1762624072771, ""lastCommentTime"": 1762614587809}",1762625745
manifold:y22hOLRg9R,manifold,UK Premier league [Matchday 11] which teams will be in top 3 or bottom 3 of the table after Sunday 8th November,UK Premier league [Matchday 11] which teams will be in top 3 or bottom 3 of the table after Sunday 8th November,1762447892230.0,1794242940000.0,"{""id"": ""y22hOLRg9R"", ""creatorId"": ""ffazndVlELdpQ3pqPV2y7Pnxjry2"", ""creatorUsername"": ""Silverpawn"", ""creatorName"": ""Silverpawn"", ""createdTime"": 1762447892230, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FSilverpawn%2Fzc58qPyI5C.png?alt=media&token=bcf9481c-a2f3-46dd-9f71-c20dd653ef89"", ""closeTime"": 1794242940000, ""question"": ""UK Premier league [Matchday 11] which teams will be in top 3 or bottom 3 of the table after Sunday 8th November"", ""slug"": ""uk-premier-league-matchday-11-which"", ""url"": ""https://manifold.markets/Silverpawn/uk-premier-league-matchday-11-which"", ""totalLiquidity"": 1500, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 7714.308720753304, ""volume24Hours"": 650, ""isResolved"": false, ""uniqueBettorCount"": 9, ""lastUpdatedTime"": 1762622874099, ""lastBetTime"": 1762622874099}",1762625749
manifold:Oth2dtug8z,manifold,Prevalence of food insecurity in 2025?,Prevalence of food insecurity in 2025?,1762447730407.0,1777676340000.0,"{""id"": ""Oth2dtug8z"", ""creatorId"": ""ygjeVz9VkqXUqVAcC8x2ydUKyT82"", ""creatorUsername"": ""ArtimisFowl"", ""creatorName"": ""Artimis Fowl"", ""createdTime"": 1762447730407, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a-/AOh14GijDRUJ9AU5fwQhTjGuooVKlg1Uj1k66QxlDJ7IGA=s96-c"", ""closeTime"": 1777676340000, ""question"": ""Prevalence of food insecurity in 2025?"", ""slug"": ""prevalence-of-food-insecurity-in-20"", ""url"": ""https://manifold.markets/ArtimisFowl/prevalence-of-food-insecurity-in-20"", ""totalLiquidity"": 200, ""outcomeType"": ""MULTI_NUMERIC"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 143, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 1, ""lastUpdatedTime"": 1762448872215, ""lastBetTime"": 1762448872215}",1762625754
manifold:0spU6nEQ8p,manifold,Will a Republican win the ME-02 district in 2026?,Will a Republican win the ME-02 district in 2026?,1762447534200.0,1767243540000.0,"{""id"": ""0spU6nEQ8p"", ""creatorId"": ""KsLPvmOdRQasgOu2FQXdsSWh7ln2"", ""creatorUsername"": ""EnopoletusHarding"", ""creatorName"": ""Enopoletus Harding"", ""createdTime"": 1762447534200, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FEnopoletusHarding%2FB0JxqG3_oN.jpg?alt=media&token=2abc3d64-965d-4b1e-95ad-95807cd293b0"", ""closeTime"": 1767243540000, ""question"": ""Will a Republican win the ME-02 district in 2026?"", ""slug"": ""will-a-republican-win-the-me02-dist"", ""url"": ""https://manifold.markets/EnopoletusHarding/will-a-republican-win-the-me02-dist"", ""pool"": {""NO"": 100.93457943925236, ""YES"": 99.07407407407409}, ""probability"": 0.5046510621728032, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 198.38273754444324, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762490847780, ""lastBetTime"": 1762490847780}",1762625758
manifold:lCN5NUzptP,manifold,Will the S&P500 SPX increase more than 1% on the day the US government shutdown ends?,Will the S&P500 SPX increase more than 1% on the day the US government shutdown ends?,1762447405912.0,1763126940000.0,"{""id"": ""lCN5NUzptP"", ""creatorId"": ""cA1JupYR5AR8btHUs2xvkui7jA93"", ""creatorUsername"": ""Gen"", ""creatorName"": ""Genzy"", ""createdTime"": 1762447405912, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FTodWaddington%2FHiYzxYf-w5.png?alt=media&token=eb5b9c77-b2f2-410e-9bad-76d96081176f"", ""closeTime"": 1763126940000, ""question"": ""Will the S&P500 SPX increase more than 1% on the day the US government shutdown ends?"", ""slug"": ""will-the-sp500-spx-increase-1-the-d"", ""url"": ""https://manifold.markets/Gen/will-the-sp500-spx-increase-1-the-d"", ""pool"": {""NO"": 1209.5271556644534, ""YES"": 826.7693662906275}, ""probability"": 0.5939838047275978, ""p"": 0.5, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1021, ""volume24Hours"": 380, ""isResolved"": false, ""uniqueBettorCount"": 13, ""lastUpdatedTime"": 1762572338040, ""lastBetTime"": 1762572338040}",1762625763
manifold:nnpu8cdZ28,manifold,Даня пойдет служить до конца ноября?,Даня пойдет служить до конца ноября?,1762447324303.0,1764547140000.0,"{""id"": ""nnpu8cdZ28"", ""creatorId"": ""pbviyp5PHfazOZwCzyBL6T5E6m03"", ""creatorUsername"": ""Rujiru"", ""creatorName"": ""Rujiru"", ""createdTime"": 1762447324303, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJNqsPGURFwMyICTbnL5gw5BkjW6kDfQuitIo9qSUEXBOC24A=s96-c"", ""closeTime"": 1764547140000, ""question"": ""\u0414\u0430\u043d\u044f \u043f\u043e\u0439\u0434\u0435\u0442 \u0441\u043b\u0443\u0436\u0438\u0442\u044c \u0434\u043e \u043a\u043e\u043d\u0446\u0430 \u043d\u043e\u044f\u0431\u0440\u044f?"", ""slug"": ""-dzQP2uEusd"", ""url"": ""https://manifold.markets/Rujiru/-dzQP2uEusd"", ""pool"": {""NO"": 1479.5444379451542, ""YES"": 675.8837209302324}, ""probability"": 0.6864271638341772, ""p"": 0.4999999999999999, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1291, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 6, ""lastUpdatedTime"": 1762519587718, ""lastBetTime"": 1762519587718}",1762625767
